kumu_id,label,type,subtype,parent,contour,branch,scale,status,tags,description,source_url
prs_ignatova_anastasia,Игнатова Анастасия,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как узел элитной сети по статье; текущая официальная роль в этом слое не нормализуется.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
prs_gromova_anna,Громова Анна,person,символический,,,,,аналитический,символический;research_overlay,Персоналия добавлена как узел элитной сети по статье; текущая официальная роль в этом слое не нормализуется.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
prs_chaika_yuriy,Юрий Чайка,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_ustinov_vladimir,Владимир Устинов,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_gryzlov_boris,Борис Грызлов,person,политический,,,,,аналитический,политический;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_nurgaliev_rashid,Рашид Нургалиев,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_nafikov_ildus,Ильдус Нафиков,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_suyargulov_albert,Альберт Суяргулов,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_alkhanov_ruslan,Руслан Алханов,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_iraskhanov_aslan,Аслан Ирасханов,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_magomedov_abdurashid,Абдурашид Магомедов,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_hohorin_artem,Артем Хохорин,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_savenkov_yuriy,Юрий Савенков,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_paukov_viktor,Виктор Пауков,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_gavrilin_pavel,Павел Гаврилин,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_yakunin_anatoly,Анатолий Якунин,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_grin_vladimir,Владимир Гринь,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_malinovsky_vladimir,Владимир Малиновский,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_yeremin_sergey,Сергей Еремин,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_golovanev_sergey,Сергей Голованев,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_petrov_valeriy,Валерий Петров,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
prs_kikot_andrey,Андрей Кикоть,person,силовой,,,,,аналитический,силовой;research_overlay,Персоналия добавлена как участник кейсов ротации и/или патронажа в статье 2024 года; текущая официальная роль в этом слое не нормализуется.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
