kumu_id,from,to,label,type,subtype,weight_num,strength,directionality,formality,view_family,confidence,period,description,source_url,layer
comention_prs_bortnikov_prs_kiriyenko,prs_bortnikov,prs_kiriyenko,соупоминание,соупоминание,сообщения 2023,7,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 7. Пример: Август Путина. 1.1. Элиты к 2021 году, сразу после коронавируса, отчетливо поняли всю бесперспективность будущего путинского политического режима. У путинской системы больше не оказалось варианта будущего. И это ввело всю элиту буквально в ступор. Пу",messages.html,comention
comention_prs_msg_43a5eabc73_prs_mishustin,prs_msg_43a5eabc73,prs_mishustin,соупоминание,соупоминание,сообщения 2023,7,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 7. Пример: Декабрь Путина. Жога-стиль. 5. Комфорт пребывания вневремени, остановка времени - побороли у действующего политического режима здравый запрос к поиску вариантов своей модернизации. Стало ли это консенсусом в элитах или существуют иные запросы (что вп",messages.html,comention
comention_prs_zolotov_prs_kiriyenko,prs_zolotov,prs_kiriyenko,соупоминание,соупоминание,сообщения 2023,7,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,Количество совместных упоминаний: 7. Пример: Август Путина. 1. В современной политической истории России август занимает особое мифологическое место. Август- это точка преломления.  С августа начинается новая история. Август всегда перерастает в Октябрь. Август 2023 года навсегда связан с имене,messages.html,comention
comention_prs_msg_8f41d037fb_prs_putin,prs_msg_8f41d037fb,prs_putin,соупоминание,соупоминание,сообщения 2023,7,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 7. Пример: Ноябрь Путина. Штабные реверансы. Неожиданно РБК-издание, близкое к Управлению внутренней политики АП, сообщило,что избирательный штаб Путина на выборах возглавит глава УВП Андрей Ярин. Андрей Ярин традиционно называют выдвиженцем «силовой партии». И",messages.html,comention
comention_prs_krasnov_igor_prs_medvedev,prs_krasnov_igor,prs_medvedev,соупоминание,соупоминание,сообщения 2023,7,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 7. Пример: Ноябрь Путина. Штабные реверансы. Неожиданно РБК-издание, близкое к Управлению внутренней политики АП, сообщило,что избирательный штаб Путина на выборах возглавит глава УВП Андрей Ярин. Андрей Ярин традиционно называют выдвиженцем «силовой партии». И",messages.html,comention
comention_prs_manturov_prs_chemezov,prs_manturov,prs_chemezov,соупоминание,соупоминание,сообщения 2023,7,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 7. Пример: Май. Варианты невозможного. 2. Такая принципиальная позиция Путина объясняется чистой прагматикой. Зная как функционирует конструкция власти в России, Путин осознает, что ему придется в ежедневном режиме заниматься проблемами своих семейных выдвиженц",messages.html,comention
comention_prs_medvedev_prs_msg_c6fc806f88,prs_medvedev,prs_msg_c6fc806f88,соупоминание,соупоминание,сообщения 2023,7,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 7. Пример: Ноябрь Путина. Штабные реверансы. Неожиданно РБК-издание, близкое к Управлению внутренней политики АП, сообщило,что избирательный штаб Путина на выборах возглавит глава УВП Андрей Ярин. Андрей Ярин традиционно называют выдвиженцем «силовой партии». И",messages.html,comention
comention_prs_medvedev_prs_chemezov,prs_medvedev,prs_chemezov,соупоминание,соупоминание,сообщения 2023,7,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 7. Пример: Сентябрь Путина. Проверка выборами. 4 . Традиционная системная оппозиция продолжает растрачивать свою и так слабую репутацию и административный вес. Геннадий Зюганов напрямую работает с главой АП Вайно,Громовым,Яриным, Чемезовым,Совбезом Патрушева и ",messages.html,comention
comention_prs_peskov_prs_putin,prs_peskov,prs_putin,соупоминание,соупоминание,сообщения 2023,7,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,Количество совместных упоминаний: 7. Пример: Сентябрь Путина . Немобилизация . 2. Мобилизационная миграция моментально привела к резкому дефициту кадров. Первоначальные идеи кремлевских чиновников начать «массовую кампания осуждения уехавших» были быстро свернуты. Конфликт ненависти мог реально,messages.html,comention
comention_prs_bastrykin_prs_putin,prs_bastrykin,prs_putin,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Октябрь Путина. Постпригожинский этап. 2 . На встрече с Валдайским клубом, Путин не стал озвучивать версию гибели Пригожина, хотя знает значительно больше,чем говорит. Озвученая Путиным версия гибели Пригожина является  версией Александра Бастрыкина,",messages.html,comention
comention_prs_bortnikov_prs_msg_03457b8fda,prs_bortnikov,prs_msg_03457b8fda,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,Количество совместных упоминаний: 6. Пример: Май. Чистки и конструкции. 1. В конце прошлого года Время Путина прогнозировало: Статус-кво политического режима на конец этого года определяется — ⁃ ослаблением Николая Патрушева. Прежняя связка Патрушев-Ковальчук разрушена. Патрушев сместился в сто,messages.html,comention
comention_prs_bortnikov_prs_chemezov,prs_bortnikov,prs_chemezov,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Май. Варианты невозможного. 2. Такая принципиальная позиция Путина объясняется чистой прагматикой. Зная как функционирует конструкция власти в России, Путин осознает, что ему придется в ежедневном режиме заниматься проблемами своих семейных выдвиженц",messages.html,comention
comention_prs_volodin_prs_putin,prs_volodin,prs_putin,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Октябрь Путина. Постпригожинский этап. 2 . На встрече с Валдайским клубом, Путин не стал озвучивать версию гибели Пригожина, хотя знает значительно больше,чем говорит. Озвученая Путиным версия гибели Пригожина является  версией Александра Бастрыкина,",messages.html,comention
comention_prs_msg_db44d4af5c_prs_putin,prs_msg_db44d4af5c,prs_putin,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Май. Варианты невозможного. 1 . История с формированием правительства обрастает множеством слухов и фрагментов. Еще в прошлом году, политический класс активно обсуждал варианты серьезного перехвата власти на фоне подавления пригожинского мятежа. Воен",messages.html,comention
comention_prs_msg_db44d4af5c_prs_shoigu,prs_msg_db44d4af5c,prs_shoigu,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Май. Варианты невозможного. 1 . История с формированием правительства обрастает множеством слухов и фрагментов. Еще в прошлом году, политический класс активно обсуждал варианты серьезного перехвата власти на фоне подавления пригожинского мятежа. Воен",messages.html,comention
comention_prs_kiriyenko_prs_oreshkin,prs_kiriyenko,prs_oreshkin,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Октябрь Путина. Конфигурация. Вокруг Путина активно складывается новая конфигурация власти. По многочисленным слухам, с августа Путин активно изучает многочисленные досье, проводит десятки встреч, едет в регионы и встречается с главами регионов, чино",messages.html,comention
comention_prs_kiriyenko_prs_msg_1646d804dd,prs_kiriyenko,prs_msg_1646d804dd,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Август Путина. 1.1. Элиты к 2021 году, сразу после коронавируса, отчетливо поняли всю бесперспективность будущего путинского политического режима. У путинской системы больше не оказалось варианта будущего. И это ввело всю элиту буквально в ступор. Пу",messages.html,comention
comention_prs_kiriyenko_prs_tsivilev,prs_kiriyenko,prs_tsivilev,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Ноябрь Путина.  Гадание на Мишустина. Последние несколько недель российские элиты обсуждают уход Михаила Мишустина из правительства. Телеграм канал Брифинг,связанный с силовым блоком утверждает, что Михаил Мишустин уходит в Центральный банк. А его ме",messages.html,comention
comention_prs_msg_0b6014e269_prs_msg_03457b8fda,prs_msg_0b6014e269,prs_msg_03457b8fda,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Май. Чистки и конструкции. 2. Путин снова показал себя талантливым тактиком. Серьезно ослабленный после пригожинского мятежа, Путин снова начал навязывать собственные правила игры политической системе, ослабляя противников и столкивая их в ситуационн",messages.html,comention
comention_prs_krasnov_igor_prs_sechin,prs_krasnov_igor,prs_sechin,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Май. Чистки и конструкции. 2. Путин снова показал себя талантливым тактиком. Серьезно ослабленный после пригожинского мятежа, Путин снова начал навязывать собственные правила игры политической системе, ослабляя противников и столкивая их в ситуационн",messages.html,comention
comention_prs_manturov_prs_shoigu,prs_manturov,prs_shoigu,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Сентябрь Путина . Немобилизация . 3. Высшие должностные лица субъектов федерации должны уделять необходимое внимание реализации мер, призванных обеспечить безопасность людей, охрану и антитеррористическую защищенность критически важных объектов, подд",messages.html,comention
comention_prs_matvienko_prs_putin,prs_matvienko,prs_putin,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Сентябрь Путина. Проверка выборами. 2 . Второй важный момент сентябрьской избирательной кампании- провал КПРФ. Не секрет, что Кириенко и его блок играет против Зюганова, видя в нем неизменяемый балласт прошлого. Кириенко давно поставил точку на Зюган",messages.html,comention
comention_prs_medvedev_prs_msg_03457b8fda,prs_medvedev,prs_msg_03457b8fda,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Ноябрь Путина.  Гадание на Мишустина. Последние несколько недель российские элиты обсуждают уход Михаила Мишустина из правительства. Телеграм канал Брифинг,связанный с силовым блоком утверждает, что Михаил Мишустин уходит в Центральный банк. А его ме",messages.html,comention
comention_prs_medvedev_prs_tsivilev,prs_medvedev,prs_tsivilev,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Ноябрь Путина.  Гадание на Мишустина. Последние несколько недель российские элиты обсуждают уход Михаила Мишустина из правительства. Телеграм канал Брифинг,связанный с силовым блоком утверждает, что Михаил Мишустин уходит в Центральный банк. А его ме",messages.html,comention
comention_prs_mishustin_prs_sechin,prs_mishustin,prs_sechin,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Ноябрь Путина.  Гадание на Мишустина. Последние несколько недель российские элиты обсуждают уход Михаила Мишустина из правительства. Телеграм канал Брифинг,связанный с силовым блоком утверждает, что Михаил Мишустин уходит в Центральный банк. А его ме",messages.html,comention
comention_prs_mishustin_prs_tsivilev,prs_mishustin,prs_tsivilev,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Ноябрь Путина.  Гадание на Мишустина. Последние несколько недель российские элиты обсуждают уход Михаила Мишустина из правительства. Телеграм канал Брифинг,связанный с силовым блоком утверждает, что Михаил Мишустин уходит в Центральный банк. А его ме",messages.html,comention
comention_prs_msg_03457b8fda_prs_msg_c6fc806f88,prs_msg_03457b8fda,prs_msg_c6fc806f88,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Сентябрь Путина . Немобилизация . 3. Высшие должностные лица субъектов федерации должны уделять необходимое внимание реализации мер, призванных обеспечить безопасность людей, охрану и антитеррористическую защищенность критически важных объектов, подд",messages.html,comention
comention_prs_msg_03457b8fda_prs_chemezov,prs_msg_03457b8fda,prs_chemezov,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Май. Чистки и конструкции. 2. Путин снова показал себя талантливым тактиком. Серьезно ослабленный после пригожинского мятежа, Путин снова начал навязывать собственные правила игры политической системе, ослабляя противников и столкивая их в ситуационн",messages.html,comention
comention_prs_msg_36adb2bdca_prs_putin,prs_msg_36adb2bdca,prs_putin,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,Количество совместных упоминаний: 6. Пример: ТОП заметных событий российской политики в мае 1.  Утверждение нового состава правительства после инаугурации Владимира Путина 2.  Назначение Сергея Шойгу вместо Николая Патрушева на пост секретаря Совета безопасности России 3.  Назначение Андрея Бел,messages.html,comention
comention_prs_msg_c6fc806f88_prs_chemezov,prs_msg_c6fc806f88,prs_chemezov,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Май. Новое старое в исполнении старого нового. 2. Назначение Путиным Дениса Мантурова первым вице-премьером, а по сути теневым премьером - усиливает роль Чемезова в новой конструкции власти. ВПК теперь официально объявлен главным драйвером экономики;",messages.html,comention
comention_prs_msg_bd9da71fca_prs_shoigu,prs_msg_bd9da71fca,prs_shoigu,соупоминание,соупоминание,сообщения 2023,6,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 6. Пример: Сентябрь Путина. Проверка выборами. 4 . Традиционная системная оппозиция продолжает растрачивать свою и так слабую репутацию и административный вес. Геннадий Зюганов напрямую работает с главой АП Вайно,Громовым,Яриным, Чемезовым,Совбезом Патрушева и ",messages.html,comention
comention_prs_belousov_prs_dyumin,prs_belousov,prs_dyumin,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Октябрь Путина. Конфигурация. Вокруг Путина активно складывается новая конфигурация власти. По многочисленным слухам, с августа Путин активно изучает многочисленные досье, проводит десятки встреч, едет в регионы и встречается с главами регионов, чино",messages.html,comention
comention_prs_belousov_prs_msg_c6fc806f88,prs_belousov,prs_msg_c6fc806f88,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Май. Варианты невозможного. 2. Такая принципиальная позиция Путина объясняется чистой прагматикой. Зная как функционирует конструкция власти в России, Путин осознает, что ему придется в ежедневном режиме заниматься проблемами своих семейных выдвиженц",messages.html,comention
comention_prs_bortnikov_prs_manturov,prs_bortnikov,prs_manturov,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Май. Варианты невозможного. 2. Такая принципиальная позиция Путина объясняется чистой прагматикой. Зная как функционирует конструкция власти в России, Путин осознает, что ему придется в ежедневном режиме заниматься проблемами своих семейных выдвиженц",messages.html,comention
comention_prs_bortnikov_prs_medvedev,prs_bortnikov,prs_medvedev,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Ноябрь Путина. Штабные реверансы. Неожиданно РБК-издание, близкое к Управлению внутренней политики АП, сообщило,что избирательный штаб Путина на выборах возглавит глава УВП Андрей Ярин. Андрей Ярин традиционно называют выдвиженцем «силовой партии». И",messages.html,comention
comention_prs_bortnikov_prs_mishustin,prs_bortnikov,prs_mishustin,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Май. Варианты невозможного. 2. Такая принципиальная позиция Путина объясняется чистой прагматикой. Зная как функционирует конструкция власти в России, Путин осознает, что ему придется в ежедневном режиме заниматься проблемами своих семейных выдвиженц",messages.html,comention
comention_prs_vaino_prs_msg_43a5eabc73,prs_vaino,prs_msg_43a5eabc73,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Ноябрь Путина. Штабные реверансы. Неожиданно РБК-издание, близкое к Управлению внутренней политики АП, сообщило,что избирательный штаб Путина на выборах возглавит глава УВП Андрей Ярин. Андрей Ярин традиционно называют выдвиженцем «силовой партии». И",messages.html,comention
comention_prs_vaino_prs_medvedev,prs_vaino,prs_medvedev,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Сентябрь Путина. Проверка выборами. 4 . Традиционная системная оппозиция продолжает растрачивать свою и так слабую репутацию и административный вес. Геннадий Зюганов напрямую работает с главой АП Вайно,Громовым,Яриным, Чемезовым,Совбезом Патрушева и ",messages.html,comention
comention_prs_vaino_prs_chemezov,prs_vaino,prs_chemezov,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Сентябрь Путина. Проверка выборами. 4 . Традиционная системная оппозиция продолжает растрачивать свою и так слабую репутацию и административный вес. Геннадий Зюганов напрямую работает с главой АП Вайно,Громовым,Яриным, Чемезовым,Совбезом Патрушева и ",messages.html,comention
comention_prs_vaino_prs_shoigu,prs_vaino,prs_shoigu,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Август Путина. 3.2. Иными словами, план Справедливости заключался в следующем: Полная смена руководства силовых структур; Замена Шойгу на Дюмина, а Герасимова на Суровикина; Отставка главы АП Вайно; Задержание Чемезова, Мантурова. Отставка Бортникова",messages.html,comention
comention_prs_volodin_prs_medvedev,prs_volodin,prs_medvedev,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Ноябрь Путина. Штабные реверансы. Неожиданно РБК-издание, близкое к Управлению внутренней политики АП, сообщило,что избирательный штаб Путина на выборах возглавит глава УВП Андрей Ярин. Андрей Ярин традиционно называют выдвиженцем «силовой партии». И",messages.html,comention
comention_prs_msg_43a5eabc73_prs_medvedev,prs_msg_43a5eabc73,prs_medvedev,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Сентябрь Путина . Немобилизация . Прошел год с момента объявления в России частичной мобилизации. Военная мобилизация проводилась впервые после 1941 года, и по оценкам многочисленных экспертов, оказала системные негативные последствия для политическо",messages.html,comention
comention_prs_msg_43a5eabc73_prs_putin,prs_msg_43a5eabc73,prs_putin,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Ноябрь Путина. Штабные реверансы. Неожиданно РБК-издание, близкое к Управлению внутренней политики АП, сообщило,что избирательный штаб Путина на выборах возглавит глава УВП Андрей Ярин. Андрей Ярин традиционно называют выдвиженцем «силовой партии». И",messages.html,comention
comention_prs_msg_43a5eabc73_prs_msg_c6fc806f88,prs_msg_43a5eabc73,prs_msg_c6fc806f88,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Ноябрь Путина. Штабные реверансы. Неожиданно РБК-издание, близкое к Управлению внутренней политики АП, сообщило,что избирательный штаб Путина на выборах возглавит глава УВП Андрей Ярин. Андрей Ярин традиционно называют выдвиженцем «силовой партии». И",messages.html,comention
comention_prs_msg_43a5eabc73_prs_chemezov,prs_msg_43a5eabc73,prs_chemezov,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Май. Варианты невозможного. 1 . История с формированием правительства обрастает множеством слухов и фрагментов. Еще в прошлом году, политический класс активно обсуждал варианты серьезного перехвата власти на фоне подавления пригожинского мятежа. Воен",messages.html,comention
comention_prs_zolotov_prs_msg_57d32a41ad,prs_zolotov,prs_msg_57d32a41ad,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Август Путина. 1.1. Элиты к 2021 году, сразу после коронавируса, отчетливо поняли всю бесперспективность будущего путинского политического режима. У путинской системы больше не оказалось варианта будущего. И это ввело всю элиту буквально в ступор. Пу",messages.html,comention
comention_prs_kiriyenko_prs_khusnullin,prs_kiriyenko,prs_khusnullin,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Сентябрь Путина . Немобилизация . 3. Высшие должностные лица субъектов федерации должны уделять необходимое внимание реализации мер, призванных обеспечить безопасность людей, охрану и антитеррористическую защищенность критически важных объектов, подд",messages.html,comention
comention_prs_kovalchuk_boris_prs_putin,prs_kovalchuk_boris,prs_putin,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Май. Варианты невозможного. 2. Такая принципиальная позиция Путина объясняется чистой прагматикой. Зная как функционирует конструкция власти в России, Путин осознает, что ему придется в ежедневном режиме заниматься проблемами своих семейных выдвиженц",messages.html,comention
comention_prs_msg_0b6014e269_prs_shoigu,prs_msg_0b6014e269,prs_shoigu,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,Количество совместных упоминаний: 5. Пример: ТОП заметных событий российской политики в марте 1.  Теракт в концертном зале «Крокус Сити Холл» в подмосковном Красногорске 2.  Выборы президента РФ 3.  Похороны Алексея Навального 4.  Дискуссии по вопросу о снятии моратория на смертную казнь и изме,messages.html,comention
comention_prs_manturov_prs_msg_c6fc806f88,prs_manturov,prs_msg_c6fc806f88,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Сентябрь Путина . Немобилизация . 3. Высшие должностные лица субъектов федерации должны уделять необходимое внимание реализации мер, призванных обеспечить безопасность людей, охрану и антитеррористическую защищенность критически важных объектов, подд",messages.html,comention
comention_prs_msg_4c62670a63_prs_msg_2cae3e743b,prs_msg_4c62670a63,prs_msg_2cae3e743b,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Сентябрь Путина. Проверка выборами. 4 . Традиционная системная оппозиция продолжает растрачивать свою и так слабую репутацию и административный вес. Геннадий Зюганов напрямую работает с главой АП Вайно,Громовым,Яриным, Чемезовым,Совбезом Патрушева и ",messages.html,comention
comention_prs_patrushev_dmitry_prs_msg_03457b8fda,prs_patrushev_dmitry,prs_msg_03457b8fda,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Май. Чистки и конструкции. 3. К концу президентской избирательной кампании весной 24 года, Путин и «идущие с ним» (на самом деле это широкая коалиция  от АнтиСистемы до государственников и правых) перехватили динамику (при бездействии верных государс",messages.html,comention
comention_prs_patrushev_dmitry_prs_putin,prs_patrushev_dmitry,prs_putin,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Май. Чистки и конструкции. 3. К концу президентской избирательной кампании весной 24 года, Путин и «идущие с ним» (на самом деле это широкая коалиция  от АнтиСистемы до государственников и правых) перехватили динамику (при бездействии верных государс",messages.html,comention
comention_prs_msg_03457b8fda_prs_sechin,prs_msg_03457b8fda,prs_sechin,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Ноябрь Путина.  Гадание на Мишустина. Последние несколько недель российские элиты обсуждают уход Михаила Мишустина из правительства. Телеграм канал Брифинг,связанный с силовым блоком утверждает, что Михаил Мишустин уходит в Центральный банк. А его ме",messages.html,comention
comention_prs_putin_prs_msg_bd9da71fca,prs_putin,prs_msg_bd9da71fca,соупоминание,соупоминание,сообщения 2023,5,средняя,двунаправленная,полуформальная,co_mention,средняя,2023,"Количество совместных упоминаний: 5. Пример: Июнь. Неожиданные странности. 1. Несмотря на внешне триумфальное завершение президентской избирательной кампании и в целом весьма скучное переназначение кабинета министров и силовых министров, российская политическая система продолжает вязнуть в криз",messages.html,comention
