kumu_id,label,type,subtype,parent,contour,branch,scale,status,tags,description,source_url,layer
pos_director_rosgvardiya,Директор Федеральной службы войск национальной гвардии Российской Федерации,position,назначение,org_rosgvardiya,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://rosguard.gov.ru/page/index/leadership ; https://rosguard.gov.ru/News/Article/general-armii-viktor-zolotov-ukazom-prezidenta-rossijskoj-federacii-naznachen-direktorom-rosgvardii,core
pos_minister_finance,Министр финансов Российской Федерации,position,назначение,org_minfin,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/166/,core
pos_minister_foreign_affairs,Министр иностранных дел Российской Федерации,position,назначение,org_mfa,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/15/,core
pos_minister_justice,Министр юстиции Российской Федерации,position,назначение,org_minjust,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/548/,core
pos_minister_economy,Министр экономического развития Российской Федерации,position,назначение,org_minec,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/133/,core
pos_minister_digital,"Министр цифрового развития, связи и массовых коммуникаций Российской Федерации",position,назначение,org_mincifry,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/627/,core
pos_minister_energy,Министр энергетики Российской Федерации,position,назначение,org_minenergy,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/545/,core
pos_minister_industry_trade,Министр промышленности и торговли Российской Федерации,position,назначение,org_minpromtorg,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/503/,core
pos_minister_health,Министр здравоохранения Российской Федерации,position,назначение,org_minzdrav,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/454/,core
pos_minister_labor,Министр труда и социальной защиты Российской Федерации,position,назначение,org_mintrud,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/626/,core
pos_minister_agriculture,Министр сельского хозяйства Российской Федерации,position,назначение,org_minselkhoz,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/742/,core
pos_minister_natural_resources,Министр природных ресурсов и экологии Российской Федерации,position,назначение,org_minprirody,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/447/,core
pos_minister_transport,Министр транспорта Российской Федерации,position,назначение,org_mintrans,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/327/ ; https://government.ru/news/55641/,core
pos_minister_construction,Министр строительства и жилищно-коммунального хозяйства Российской Федерации,position,назначение,org_minstroy,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/680/,core
pos_minister_education,Министр просвещения Российской Федерации,position,назначение,org_minpros,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/314/,core
pos_minister_science,Министр науки и высшего образования Российской Федерации,position,назначение,org_minobrnauki,,,,текущий,верхний;назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://government.ru/gov/persons/624/,core
pos_ceo_rostec,Генеральный директор Государственной корпорации «Ростех»,position,корпоративное назначение,org_rostec,,,,текущий,верхний;корпоративное назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://rostec.ru/about/,core
pos_ceo_rosneft,"Председатель Правления, Главный исполнительный директор ПАО «НК «Роснефть»",position,корпоративное назначение,org_rosneft,,,,текущий,верхний;корпоративное назначение;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://www.rosneft.ru/Investors/ESG/Publichnie_pozicii/Rosneft_prioritet_bezopasnost/,core
pos_secretary_general_council_er,Секретарь Генерального совета партии «Единая Россия»,position,выборность,sub_er_general_council,,,,текущий,верхний;выборность;core,Формальные и биографические поля заполнены по официальным источникам; аналитические шкалы закодированы по модели и требуют экспертной верификации.,https://er.ru/activity/news/vladimir-yakushev-edinaya-rossiya-gotova-k-dostizheniyu-celej-izbiratelnoj-kampanii-2026-goda,core
pos_dep_pm_overchuk,Заместитель Председателя Правительства Российской Федерации,position,назначение,org_government_rf,,,,текущий,верхний;назначение;core,Координирует внешнеэкономическую и интеграционную повестку на постсоветском пространстве.,https://government.ru/gov/persons/622/,core
pos_chair_cbr,Председатель Центрального банка Российской Федерации (Банка России),position,смешанный порядок,org_cbr,,,,текущий,верхний;смешанный порядок;core,Председатель Банка России назначается и освобождается Государственной Думой по представлению Президента РФ; должность имеет особый конституционно-правовой статус.,https://www.consultant.ru/document/cons_doc_LAW_28399/ ; https://www.consultant.ru/document/cons_doc_LAW_37570/ ; https://www.cbr.ru/about_br/,core
pos_director_svr,Директор Службы внешней разведки Российской Федерации,position,назначение,org_svr_rf,,,,текущий,верхний;назначение;core,Ключевая позиция внешнеразведывательного блока.,https://svr.gov.ru/,core
pos_minister_emergencies,"Министр Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий",position,назначение,org_mchs_rf,,,,текущий,верхний;назначение;core,Министерская позиция в контуре чрезвычайного реагирования; руководство деятельностью министерства осуществляет Президент РФ.,https://government.ru/department/91/,core
pos_minister_culture,Министр культуры Российской Федерации,position,назначение,org_minkult,,,,текущий,средний;назначение;core,Министерская позиция символической и культурной политики.,https://government.ru/department/27/,core
pos_minister_sport,Министр спорта Российской Федерации,position,назначение,org_minsport,,,,текущий,средний;назначение;core,Министерская позиция спортивной и молодежно-мобилизационной политики.,https://government.ru/department/60/,core
pos_minister_far_east,Министр Российской Федерации по развитию Дальнего Востока и Арктики,position,назначение,org_minvostok,,,,текущий,средний;назначение;core,"Министерская позиция макрорегионального развития, инфраструктурной и арктической политики.",https://government.ru/department/462/,core
pos_ceo_roscosmos,Генеральный директор Государственной корпорации по космической деятельности «Роскосмос»,position,корпоративное назначение,org_roscosmos,,,,текущий,верхний;корпоративное назначение;core,"Позиция стратегической технологической корпорации на стыке промышленной, оборонной и символической политики.",https://www.roscosmos.ru/,core
pos_dep_chair_security_council,Заместитель Председателя Совета Безопасности Российской Федерации,position,назначение,org_security_council_rf,,,,текущий,верхний;назначение;core,Позиция внутри президентского силового контура; важна для фиксации множественных ролей Д.А. Медведева.,https://en.kremlin.ru/structure/security-council/members,core
pos_first_dep_chair_federation_council,Первый заместитель Председателя Совета Федерации Федерального Собрания Российской Федерации,position,назначение,org_federation_council,,,,текущий,верхний;назначение;core,Позиция парламентского руководства; добавлена для фиксации множественных текущих ролей В.В. Якушева.,https://council.gov.ru/structure/administration/,core
pos_chair_accounts_chamber,Председатель Счетной палаты Российской Федерации,position,смешанный порядок,org_accounts_chamber,,,,текущий,верхний;смешанный порядок;core,Высокий контрольный ресурс при умеренной включенности в повседневное принятие решений; важен для внешнего финансового аудита государства.,https://duma.gov.ru/news/63229/ ; https://ach.gov.ru/about/structure/chairman/,core
pos_head_fts,Руководитель Федеральной налоговой службы,position,назначение,org_fts,,,,текущий,верхний;назначение;core,Ключевая позиция финансово-контрольного контура с высоким доступом к налоговому контролю и бюджетно-административным потокам.,https://www.nalog.gov.ru/rn77/about_fts/fts/structure_fts/ca_fns/4312378/,core
pos_head_treasury,Руководитель Федерального казначейства,position,назначение,org_treasury,,,,текущий,верхний;назначение;core,Контролирует казначейское исполнение бюджета и бюджетные процедуры; высокий ресурсный профиль при умеренной публичности.,https://roskazna.gov.ru/o-kaznachejstve/rukovodstvo/1073469/,core
pos_director_rosfinmonitoring,Директор Федеральной службы по финансовому мониторингу,position,назначение,org_rosfinmonitoring,,,,текущий,верхний;назначение;core,Ключевая позиция в контуре финансового мониторинга и ПОД/ФТ; связана с межведомственным контролем финансовых потоков.,https://www.fedsfm.ru/about/college-members ; https://www.fedsfm.ru/releases/9304,core
pos_dep_head_ap_magomedov,Заместитель Руководителя Администрации Президента Российской Федерации,position,назначение,org_ap_rf,,,,текущий,верхний;назначение;core,Добавлена персонализированная позиция действующего заместителя Руководителя АП.,https://www.kremlin.ru/structure/administration/members ; https://www.kremlin.ru/catalog/persons/76/biography,core
pos_dep_head_ap_oreshkin,Заместитель Руководителя Администрации Президента Российской Федерации,position,назначение,org_ap_rf,,,,текущий,верхний;назначение;core,Добавлена персонализированная позиция действующего заместителя Руководителя АП.,https://www.kremlin.ru/structure/administration/members ; https://kremlin.ru/catalog/persons/495/biography,core
pos_dep_head_ap_ostrovenko,Заместитель Руководителя Администрации Президента Российской Федерации,position,назначение,org_ap_rf,,,,текущий,верхний;назначение;core,Добавлена персонализированная позиция действующего заместителя Руководителя АП.,https://www.kremlin.ru/structure/administration/members ; https://www.kremlin.ru/catalog/persons/306/biography,core
pos_dep_head_ap_peskov,Заместитель Руководителя Администрации Президента Российской Федерации – пресс-секретарь Президента Российской Федерации,position,назначение,org_ap_rf,,,,текущий,верхний;назначение;core,Позиция объединяет аппаратную и медийную функции.,https://www.kremlin.ru/structure/administration/members ; https://kremlin.ru/supplement/6466,core
pos_aide_president_dyumin,Помощник Президента Российской Федерации – Секретарь Государственного Совета Российской Федерации,position,назначение,org_ap_rf,,,,текущий,верхний;назначение;core,Позиция добавлена как связующее звено между президентской администрацией и Госсоветом.,https://www.kremlin.ru/structure/state-council/presidium ; https://kremlin.ru/events/administration/74135,core
pos_head_sub_ap_domestic_yarin,Начальник Управления Президента Российской Федерации по внутренней политике,position,назначение,sub_ap_domestic,,,,текущий,верхний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://letters.kremlin.ru/news/47918 ; https://www.kremlin.ru/structure/administration/departments,core
pos_head_sub_ap_state_legal_brycheva,Помощник Президента Российской Федерации – начальник Государственно-правового управления Президента Российской Федерации,position,назначение,sub_ap_state_legal,,,,текущий,верхний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://www.kremlin.ru/catalog/persons/7/biography ; https://letters.kremlin.ru/news/by-person/2,core
pos_head_sub_ap_public_projects_novikov,Начальник Управления Президента Российской Федерации по общественным проектам,position,назначение,sub_ap_public_projects,,,,текущий,верхний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://letters.kremlin.ru/news/47957 ; https://www.kremlin.ru/structure/administration/departments,core
pos_head_sub_ap_control_shalkov,Помощник Президента Российской Федерации – начальник Контрольного управления Президента Российской Федерации,position,назначение,sub_ap_control,,,,текущий,верхний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://www.kremlin.ru/catalog/persons/569/biography ; https://letters.kremlin.ru/news/48087,core
pos_head_sub_ap_gov_service_travnikov,"Начальник Управления Президента Российской Федерации по вопросам государственной службы, кадров и противодействия коррупции",position,назначение,sub_ap_gov_service,,,,текущий,верхний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://www.kremlin.ru/acts/news/71184 ; https://letters.kremlin.ru/news/by-person/284,core
pos_head_sub_ap_state_council_support_kharichev,Начальник Управления Президента Российской Федерации по обеспечению деятельности Государственного Совета Российской Федерации,position,назначение,sub_ap_state_council_support,,,,текущий,средний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://www.kremlin.ru/supplement/5805 ; https://letters.kremlin.ru/news/47927,core
pos_head_sub_ap_expert_agafonov,Начальник Экспертного управления Президента Российской Федерации,position,назначение,sub_ap_expert,,,,текущий,средний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://letters.kremlin.ru/news/47642 ; https://letters.kremlin.ru/news/by-person/391,core
pos_head_sub_ap_citizen_appeals_mikheev,Начальник Управления Президента Российской Федерации по работе с обращениями граждан и организаций,position,назначение,sub_ap_citizen_appeals,,,,текущий,средний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://www.kremlin.ru/acts/news/79033 ; https://letters.kremlin.ru/news/by-person/183,core
pos_head_sub_ap_ict_matveeva,Начальник Управления Президента Российской Федерации по развитию информационно-коммуникационных технологий и инфраструктуры связи,position,назначение,sub_ap_ict,,,,текущий,средний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://www.kremlin.ru/structure/administration/departments ; https://letters.kremlin.ru/news/by-person/320,core
pos_head_sub_ap_external_policy_neverov,Начальник Управления Президента Российской Федерации по внешней политике,position,назначение,sub_ap_external_policy,,,,текущий,верхний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://www.kremlin.ru/structure/administration/departments ; https://letters.kremlin.ru/news/46966,core
pos_head_sub_ap_science_edu_bilenkina,Начальник Управления Президента Российской Федерации по научно-образовательной политике,position,назначение,sub_ap_science_edu,,,,текущий,средний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://letters.kremlin.ru/news/by-person/192 ; https://www.kremlin.ru/structure/administration/departments,core
pos_head_sub_ap_awards_osipov,Начальник Управления Президента Российской Федерации по государственным наградам,position,назначение,sub_ap_awards,,,,текущий,средний;назначение;core,Позиция добавлена по официальным сведениям о подразделениях Администрации Президента.,https://letters.kremlin.ru/news/by-person/38 ; https://www.kremlin.ru/structure/administration/departments,core
pos_first_dep_director_fsb,Первый заместитель Директора ФСБ России,position,назначение,org_fsb_rf,,,,текущий,верхний;назначение;core,Публично подтвержден действующий первый заместитель директора ФСБ.,https://www.fsb.ru/fsb/leadership.htm,core
pos_first_dep_director_fsb_border,Первый заместитель Директора ФСБ России – руководитель Пограничной службы ФСБ России,position,назначение,sub_fsb_border_service,,,,текущий,верхний;назначение;core,Позиция публично подтверждена в официальных материалах ФСБ и Пограничной службы.,https://www.fsb.ru/fsb/leadership.htm ; https://ps.fsb.ru/,core
pos_ceo_dialog,Генеральный директор АНО «Диалог»,position,корпоративное назначение,org_dialog,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://dialog.info/v-dialoge-novyj-gendirektor/ ; https://dialog.info/news/,core
pos_ceo_dialog_regions,Генеральный директор АНО «Диалог Регионы»,position,корпоративное назначение,org_dialog_regions,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://dialog.info/v-dialoge-novyj-gendirektor/ ; https://dialog.info/320-chasov-ili-19-200-minut-chasov-pryamyh-linij-s-gubernatorami-proshlo-v-2025-godu/,core
pos_dep_ceo_dialog_regions_makarov,Заместитель генерального директора АНО «Диалог Регионы»,position,корпоративное назначение,org_dialog_regions,,,,текущий,средний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://dialog.info/tihon-makarov-naznachen-zamestitelem-gendirektora-ano-dialog-regiony/,core
pos_dep_ceo_dialog_regions_ablets,Заместитель генерального директора АНО «Диалог Регионы»,position,корпоративное назначение,org_dialog_regions,,,,текущий,средний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://dialog.info/news/,core
pos_ceo_iri,Генеральный директор АНО «Институт развития интернета»,position,корпоративное назначение,org_iri,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://xn--h1aax.xn--p1ai/news/itogi-konkursa-debyutnykh-proektov/ ; https://xn--h1aax.xn--p1ai/news/otkryt-priem-zayok-na-konkurs-regionalnogo-kontenta-2026/,core
pos_ceo_rsv,Генеральный директор АНО «Россия — страна возможностей»,position,корпоративное назначение,org_rsv,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://rsv.ru/about-us/team/andrej-betin/ ; https://rsv.ru/news/1/7572/,core
pos_dep_ceo_rsv_achkasova,Заместитель генерального директора АНО «Россия — страна возможностей»,position,корпоративное назначение,org_rsv,,,,текущий,средний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://rsv.ru/about-us/team/,core
pos_dep_ceo_rsv_nikitin,Заместитель генерального директора АНО «Россия — страна возможностей»,position,корпоративное назначение,org_rsv,,,,текущий,средний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://rsv.ru/about-us/team/,core
pos_ceo_national_priorities,Генеральный директор АНО «Национальные приоритеты»,position,корпоративное назначение,org_national_priorities,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://xn--80aapampemcchfmo7a3c9ehj.xn--p1ai/author/sofiya-malyavina/ ; https://xn--80aapampemcchfmo7a3c9ehj.xn--p1ai/news/luchshie-eksperty-natsionalnykh-proektov-poluchili-nagrady/,core
pos_ceo_fpg,Генеральный директор Фонда президентских грантов,position,корпоративное назначение,org_fpg,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://xn--80afcdbalict6afooklqi5o.xn--p1ai/public/home/about/coordination-committee ; https://xn--80afcdbalict6afooklqi5o.xn--p1ai/public/news/startoval-priem-proektov-na-pervyy-konkurs-fonda-prezidentskikh-grantov-2026-goda,core
pos_ceo_pfki,Генеральный директор Президентского фонда культурных инициатив,position,корпоративное назначение,org_pfki,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://xn--80aeeqaabljrdbg6a3ahhcl4ay9hsa.xn--p1ai/ ; https://xn--80aeeqaabljrdbg6a3ahhcl4ay9hsa.xn--p1ai/news/7896,core
pos_ceo_tass,Генеральный директор Информационного агентства России ТАСС,position,корпоративное назначение,org_tass,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://tass.ru/encyclopedia/person/kondrashov-andrey-olegovich,core
pos_ceo_vgtrk,Генеральный директор Всероссийской государственной телевизионной и радиовещательной компании,position,корпоративное назначение,org_vgtrk,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://digital.gov.ru/news/prosnuvshis-v-yanvare-posle-burnogo-prazdnovaniya-novogo-goda-zritel-uvidel-chto-teper-kanal-rossiya-ne-odin-rossijskaya-gazeta ; https://roscongress.org/news/winners-of-the-all-russian-mediatek-competition-2019-announced/,core
pos_ceo_ria_sputnik,Генеральный директор медиагруппы «Россия сегодня»,position,корпоративное назначение,org_ria_sputnik,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://roscongress.org/speakers/kiselev-dmitriy/,core
pos_editor_in_chief_rt,Главный редактор телеканала RT,position,корпоративное назначение,org_rt,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://roscongress.org/company/rt/ ; https://roscongress.org/speakers/simonyan-margarita/,core
pos_head_onf_exec,Руководитель Исполкома Народного фронта,position,корпоративное назначение,sub_onf_exec,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://onf.ru/about/central-executive-committee ; https://onf.ru/contact,core
pos_ceo_asi,Генеральный директор Агентства стратегических инициатив по продвижению новых проектов,position,корпоративное назначение,org_asi,,,,текущий,верхний;корпоративное назначение;core,Позиция добавлена в расширении 2026 года.,https://asi.ru/agency/management/general/ ; https://asi.ru/news/207144/,core
pos_chair_pfki_coord_committee,Председатель Координационного комитета Президентского фонда культурных инициатив,position,назначение,sub_pfki_coord_committee,,,,текущий,верхний;назначение;core,Позиция отражает официальный координационный контур фонда.,https://xn--80aeeqaabljrdbg6a3ahhcl4ay9hsa.xn--p1ai/about,core
pos_sec_pfki_coord_committee,Ответственный секретарь Координационного комитета Президентского фонда культурных инициатив,position,назначение,sub_pfki_coord_committee,,,,текущий,средний;назначение;core,Позиция отражает официальный координационный контур фонда.,https://xn--80aeeqaabljrdbg6a3ahhcl4ay9hsa.xn--p1ai/about,core
pos_chair_fpg_coord_committee,Председатель Координационного комитета Фонда президентских грантов,position,назначение,sub_fpg_coord_committee,,,,текущий,верхний;назначение;core,Позиция отражает официальный координационный контур фонда.,https://xn--80afcdbalict6afooklqi5o.xn--p1ai/public/home/about/coordination-committee,core
pos_sec_fpg_coord_committee,Ответственный секретарь Координационного комитета Фонда президентских грантов,position,назначение,sub_fpg_coord_committee,,,,текущий,средний;назначение;core,Позиция отражает официальный координационный контур фонда.,https://xn--80afcdbalict6afooklqi5o.xn--p1ai/public/home/about/coordination-committee,core
prs_putin,Владимир Путин,person,силовой,,,,,текущий,силовой;аппаратный;core,"Первичная позиция верховной координации; дополнительные экс-оффицио роли фиксируются через институциональные связи, а не через множественные current_position_id.",https://www.kremlin.ru/catalog/persons/54/biography ; https://www.kremlin.ru/structure/president/presidents,core
prs_vaino,Антон Вайно,person,аппаратный,,,,,текущий,аппаратный;экспертный;core,Ключевой координатор президентской администрации и кадрово-документарного контура.,https://www.kremlin.ru/catalog/persons/307/biography ; https://www.kremlin.ru/structure/administration/members,core
prs_kiriyenko,Сергей Кириенко,person,аппаратный,,,,,текущий,аппаратный;экспертный;core,Один из центральных операторов внутриполитического контура и электорально-управленческой координации.,https://www.kremlin.ru/catalog/persons/175/biography ; https://www.kremlin.ru/structure/administration/members,core
prs_shoigu,Сергей Шойгу,person,силовой,,,,,текущий,силовой;аппаратный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://kremlin.ru/supplement/6438 ; https://www.kremlin.ru/events/security-council/79364,core
prs_mishustin,Михаил Мишустин,person,экспертный,,,,,текущий,экспертный;аппаратный;core,Центральная фигура правительственного контура и межведомственной координации.,https://government.ru/gov/persons/151/,core
prs_volodin,Вячеслав Володин,person,политический,,,,,текущий,политический;медийный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://duma.gov.ru/duma/chairman/,core
prs_matvienko,Валентина Матвиенко,person,политический,,,,,текущий,политический;медийный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://www.council.gov.ru/structure/persons/257/,core
prs_pamfilova,Элла Памфилова,person,политический,,,,,текущий,политический;медийный;core,Перезаполнено по составу ЦИК 2026–2031.,https://www.cikrf.ru/news/cec/58309/ ; https://www.cikrf.ru/about/structure/,core
prs_zorkin,Валерий Зорькин,person,экспертный,,,,,текущий,экспертный;аппаратный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://www.ksrf.ru/about/judges/,core
prs_gutsan,Александр Гуцан,person,силовой,,,,,текущий,силовой;аппаратный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://epp.genproc.gov.ru/ru/gprf/about-the-proc/management/gutsan-aleksandr-vladimirovich-e5946283/,core
prs_bastrykin,Александр Бастрыкин,person,силовой,,,,,текущий,силовой;аппаратный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://sledcom.ru/sk_russia/leaders/item/686/,core
prs_bortnikov,Александр Бортников,person,силовой,,,,,текущий,силовой;аппаратный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://www.fsb.ru/fsb/leadership.htm ; https://www.fsb.ru/fsb/history/leaders/single.htm%21id%3D10434670%40fsbBiography.html,core
prs_kolokoltsev,Владимир Колокольцев,person,силовой,,,,,текущий,силовой;аппаратный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://government.ru/gov/persons/199/,core
prs_belousov,Андрей Белоусов,person,экспертный,,,,,текущий,экспертный;аппаратный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://kremlin.ru/catalog/persons/330/biography,core
prs_miller,Алексей Миллер,person,финансовый,,,,,текущий,финансовый;аппаратный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://www.gazprom.ru/about/management/board/miller/ ; https://www.gazprom.ru/investors/disclosure/irreleases/2026/february/,core
prs_gref,Герман Греф,person,финансовый,,,,,текущий,финансовый;экспертный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://www.sberbank.com/ru/about/history ; https://www.sberbank.com/ru/investor-relations/groupresults/ifrs_february26_reporting_for_the_4th_quarter,core
prs_medvedev,Дмитрий Медведев,person,политический,,,,,текущий,политический;медийный;core,"В seed привязан к партии, хотя имеет и другие институциональные роли.",https://er.ru/persons/predsedatel-partii ; https://kremlin.ru/events/president/news/79364,core
prs_mikheeva,Лидия Михеева,person,экспертный,,,,,текущий,экспертный;медийный;core,Неформальные атрибуты заданы как стартовая аналитическая оценка.,https://www.oprf.ru/news/pervoe-zasedanie-prezidiuma-soveta-obshchestvennykh-palat-rf-novyy-sostav-i-preemstvennost-traditsiy ; https://oprf.ru/news/lidiya-mikheeva-prinyala-uchastie-v-zasedanii-prezidiuma-maesssi,core
